ID,タイトル,著者,出版社,ISBN,JANコード,出版日,価格,ページ数,表紙画像,追加日,メモ,収納場所,ジャンル,タグ
1,新たな種はどのようにできるのか? = How Do New Species Arise? : 生物多様性の起源をもとめて,"山口,諒,数理生物学",共立出版,9784320009424,,202403,,,,2025-05-01,,,,
